RepID,RepIDurl,ExpID,ExpName,Purpose,Conclusion,Comments,Keywords,ManuscriptUrl,Manuscripts,Design,Design_FCS_Count,MifScore,PResearcher,PInvestigator,UploadAuth,ExpDates,ExpStart,ExpEnd,UploadDate,LastUpdate,Organizations,Funding,QualControl,QualControlUrl,hasWSP,Attachments,Event_total_K,Event_mean_K,FCS_count,FCS_total_MB,FCS_mean_MB,FCSVers,Cytometer
FR-FCM-Z2GZ,FR-FCM-Z2GZ,2560,Spectral flow cytometry vs mass cytometry,"In this study, we investigated splenocytes acquired by either mass cytometry or spectral flow cytometry and compared both high-dimensional data sets using expert gating and t-distributed stochastic neighbor embedding (tSNE) analysis, UMAP and flowSOM.",Our comparison therefore demonstrates that both MC and SFC data can be analyzed by high-dimensional algorithms and yield comparable results when the datasets were down-sampled to equal numbers.,,[mass cytometry][spectral flow cytometry][high dimen],,,,,48,Laura Ferrer Font,Laura Ferrer Font,Laura Ferrer Font,2018-03-03 - 2018-12-12,2018-03-03,2018-12-12,2020-02-01,2020-02-01,"Malaghan Institute of Medical Research,  Malaghan Institute of Medical Research, Wellington, Outside U.S./Canada (New Zealand)",Maurice Wilkins Center,None,,,,198.58,19.858,10,34.892,3.489,"FCS3.0(5), FCS3.1(5)","Aurora(5), DVSSCIENCES-CYTOF-1.0.0(5)"
FR-FCM-Z2H2,FR-FCM-Z2H2,2594,CyTOF - mammary epithelial cultures,comparison of organoid cultures and human mammary epithelial cell culture (HMEC) to human breast tissue,comparison of clusters,,[mammary epithelial cells][CyTOF][organoids],,,,,26,Jennifer Rosenbluth,Jennifer Rosenbluth,Jennifer Rosenbluth,2020-02-26 -,2020-02-26,,2020-02-01,2020-03-01,None,Not disclosed,inspection of biaxial plots,,,Rosenbluth_HOP_CSVFiles.zip,167.969,15.27,11,32.591,2.963,FCS3.0(11),(11)
FR-FCM-Z2H5,FR-FCM-Z2H5,2597,CyTOF - organoid medium analysis,analysis of organoid cultures established in medium containing all components or lacking the indicated component,None,,[mammary epithelial cells][CyTOF][organoids],,,,,22,Jennifer Rosenbluth,Jennifer Rosenbluth,Jennifer Rosenbluth,2020-02-26 -,2020-02-26,,2020-02-01,2020-03-01,None,Not disclosed,inspection of biaxial plots,,,,1138.774,28.469,40,233.295,5.832,FCS3.0(40),(40)
FR-FCM-Z2H9,FR-FCM-Z2H9,2601,Assessment of Gram- and viability-staining methods for quantifying bacterial community dynamics using flow cytometry,There is a major interest to develop analytical tools allowing simple and cost-effective fingerprinting of complex ecosystems to follow changes over time.We though to apply a combination of staining to follow evolutions of complex bacterial communities during in vitro fermentation processes.,The measurement of Gram proportion using flow cytometry was a useful method to identified differences in the bacterial communities cultured by in vitro fermentation.,,[live/dead staining][flow cytometry population dynamics][anaerobic sorting][gut microbiota][in vitro fermentation][Gram staining],,,"[Timepoints = 24h(36), 48h(36)], [Conditions = 6.2(36), 6.5(36), non marquée(15), Van-Bodipy-Van-WGA staining(112), Van-Bodipy-Van staining(12), Van-Bodipy staining(12), WGA staining(21)], [Sample Type = F1(24), F2(24), F3(24)], [Doses = 0.5 µg/mL(3), 1 µg/mL(6), 1% PFA(6), 10 µg/mL(3), 100 µg/mL(3), 2 µg/mL(6), 20 µg/mL(3), 30 µg/mL(3), 4 µg/mL(6), 50 µg/mL(3), 60 µg/mL(3), 8 µg/mL(3), 80 µg/mL(3), 95% EtOH(6), KCl 1M(130), PBS(57)]",244,81,Aurore DUQUENOY,Vincent Thomas,Aurore DUQUENOY,2018-08-28 -,2018-08-28,,2020-02-01,2020-06-01,"MaaT Pharma, Lyon,  (France)","This work has received, through BIOASTER investment, funding from the French Government through the Investissement d’Avenir program (Grant No. ANR-10-AIRT-03).
                    The project was performed in collaboration with MaaT Pharma through Association Nationale de la Recherche et de la Technologie (ANRT), CIFRE n° 2016/1593","Fluorescent beads microsphere standard (6.0 µm diameter microspheres, L34856, thermoFisher) were used to align the instrumental settings",,,,9382.916,38.455,244,803.926,3.295,FCS3.0(244),BD Influx System (USB)(244)
FR-FCM-Z2HL,FR-FCM-Z2HL,2613,Coupling microscopy and flow cytometry for a comprehensive characterization of nanoparticle production in insect cells,Assess and compare the Gag-eGFP VLP production process in the Sf9 and High Five insect cell lines by AcMNPV baculovirus infection.,"The AcMNPV baculovirus infection process progresses faster in Sf9 cells but High Five cells display a marked increase in their complexity (SSC-H), which is not observed in the former. This increase in cell complexity as the baculovirus infection advances is attributed to the production of higher levels of occlusion-derived baculoviruses in High Five over Sf9 cells.
                    A higher concentration of Gag-eGFP VLPs is achieved in Sf9 cells although High Five cells produce larger amounts of the Gag-eGFP polyprotein. Moreover, the interaction of High Five-derived VLPs with cellular compounds is detected, which increases the sedimentation coefficient of these nanoparticles",,[flow cytometry][Virus-like particle][Baculovirus][Cryo-TEM][Flow virometry][Occlusion-derived virus],[32515126],http://www.ncbi.nlm.nih.gov/pubmed/32515126,,20,54,Eduard Puente-Massaguer,Eduard Puente-Massaguer,Eduard Puente-Massaguer,2018-09-01 - 2019-02-01,2018-09-01,2019-02-01,2020-03-01,2020-04-01,"Verity Software House,  Verity Software House, Topsham, ME (United States)
                    <br />
                    Universitat Autònoma de Barcelona,  Departament d'Enginyeria Química, Biològica i Ambiental, Cerdanyola del Vallès, Barcelona (Spain)",Not disclosed,"DPBS and fresh Sf900III medium were used as controls. Furthermore, non-infected sample supernatants (0 hours post infection) and detergent lysis controls were also included. All experiments were performed in triplicate",,,,3585.747,179.287,20,632.365,31.618,FCS3.0(20),"CytoFLEX LX(12), (8)"
FR-FCM-Z2HM,FR-FCM-Z2HM,2614,IQGAP2 expression In mi-124 treated macrophages  exp2,"Peripheral blood was collected from 20 healthy piglets via jugular vein and mixed with an anticoagulant. The blood sample was diluted in a ratio of 1:1 with sterile normal saline. The peripheral blood mononuclear cells were isolated using Percoll. The cells were transferred to a 6-well cell culture plate. After adhered to well surface and washed, the cells were stimulated with GM-CSF (20 ng/mL) and IL-4 (10 ng/mL) for six days to obtain fully differentiated macrophages. Afterwards, the macrophages were transfected with IQGAP2 siRNA, miR-124, and antisense miR-124. At 0, 6, and 12 h, the flow cytometry assay was used to detect the number of IQGAP2-positive cells. The differentiated porcine macrophages in each group were infected with Salmonella in logarithmic growth stage by adding 5 mL of Salmonella solution (106 cfu). Cells and bacteria were incubated at 37 °C, 5% CO2 for 2 h, rinsed with phosphate-buffered saline (PBS) three times, and treated with 100 ?g/mL gentamicin for 2 h. Subsequently, the cells were collected after continued culture in antibiotic-free medium. The cells infected with Salmonella at 0, 6, and 12 h post infection were collected. The expression of IQGAP2 and the number of IQGAP2-positive cells among the Salmonella-infected cells was determined by flow cytometry.",None,,,,,,,16,Tinghua Huang,Tinghua Huang,Tinghua Huang,2020-03-06 - 2020-03-06,2020-03-06,2020-03-06,2020-03-01,2020-03-01,None,Not disclosed,None,,,,512.657,14.24,36,17.672,0.491,FCS3.0(36),LSRII(36)
FR-FCM-Z2HN,FR-FCM-Z2HN,2615,Deglycosylation-3Lectins-3HF Bulls,To find out if we can remove glycan from the buffalo bull spermatozoa in situ,"Yes, we can  successfully remove the O-linked as well as N-linked glycans in a time-dependent manner",,[Sperm][neuraminidase][lectin][GLYCOSYLATION][GLYCOSIDASE],[32983120],"http://www.ncbi.nlm.nih.gov/pubmed/32983120, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC7483552","[Timepoints = 0hr(9), 2hr(9)], [Sample Type = Deglycosylated(9)]",21,66,Vipul Batra,Vipul Batra,Vipul Batra,2019-10-10 - 2019-10-10,2019-10-10,2019-10-10,2020-03-01,2021-01-01,"National Dairy Research Institute,  Animal Biotechnology Centre, Karnal, Haryana (India)",BMGF,"Negative control
                    Deglycosylation Negative control",4|FCS collection for software testing,,,420,20,21,22.519,1.072,FCS3.1(21),BD Accuri C6 Plus(21)
FR-FCM-Z2HQ,FR-FCM-Z2HQ,2618,CyTOF immune profiling of Zika virus infection - clustered data,"Here, we collected samples from 46 DENV-naïve and 43 DENV-immune patients with confirmed ZIKV infection at acute, and convalescent timepoints from our pediatric cohort study in Nicaragua. Paired acute and convalescent samples were barcoded and analyzed by CyTOF.","Immunophenotyping revealed that CD14+ monocytes play a key role during ZIKV infection.  We identified CD169 (Siglec-1) on CD14+ monocytes as a potential biomarker of acute ZIKV infection. Interestingly, pre-existing dengue immunity had minimal impact on the innate immune response to Zika. This study is the most comprehensive immune profiling and network analysis of ZIKV infection in children to date","The FCS files have been clustered using Astrolabe Diagnostics platforms and the single cell cluster IDs have been embedded in the FCS files under the channel heading Compartment, Assignment and Profiling. Keys are attached to the experiment mapping the respective cluster IDs to their corresponding population names.",[Immunophenotyping][CyTOF][Zika],,,,,52,Adeeb Rahman,Adeeb Rahman,Adeeb Rahman,2017-02-22 - 2017-06-07,2017-02-22,2017-06-07,2020-03-01,2020-06-01,"Icahn School of Medicine at Mount Sinai , New York, NY (United States of America)",This work was supported by NIAID/NIH grant U19AI118610,Paired timepoint samples were barcoded and pooled to minimize potential technical variability. All samples were spiked with EQ 4 element beads (Fluidigm) prior to acquisition and normalized prior to analysis.,,,"Assignment.csv, Compartment.csv, Profiling.csv, Sample_annotations.csv",40278.713,232.825,173,10295.297,59.51,FCS3.0(173),DVSSCIENCES-CYTOF(173)
FR-FCM-Z2HR,FR-FCM-Z2HR,2619,cell-cell complexes,To investigate the presence of cell-cell complexes in dual expressing cell populations detected in the live singlet gate of human PBMC by flow cytometry and how to distinguish them from true dual expressing cells,"Cell-cell complexes pairing a T cell with a monocyte or a B cell are present in the singlet gate of human PBMC.
                    They appear like a distinct halfway population with mixed lineage properties at both protein and mRNA levels. We identified parameters such as higher MFI for FSC-A, SSC-A and CD45 as a flow cytometry signature of cell-cell complexes.",,[Doublet][T cell][monocyte][cell-cell complexes],[32400942],http://www.ncbi.nlm.nih.gov/pubmed/32400942,,,78,Julie Burel,Julie Burel,Julie Burel,2015-09-01 - 2019-12-31,2015-09-01,2019-12-31,2020-03-01,2020-06-01,"La Jolla Institute for Immunology, La Jolla, La Jolla (United States)",Not disclosed,"Each antibody was individually titrated for optimal staining. Compensation was manually checked for each set of experiment. Set up, acquisition and cell sorting were performed by a staff member from the La Jolla Institute flow cytometry core. Performance of the cell sorter was checked daily by the flow cytometry core at La Jolla Institute with the use of CS&T beads (BD Biosciences), and PMT voltages were manually adjusted for optimum fluorescence detection on each experiment day.",,WSP,"JB054-A3_Aria3.wsp, Monocyte_panel.wsp, Tcell_panel.wsp",3300,300,11,193.45,17.586,FCS3.1(11),FACSAriaII(11)
FR-FCM-Z2HS,FR-FCM-Z2HS,2620,PSG effect on Th17-polarized CD4 cells,to study the effects of PSGs on the Th17 polarization of CD4+ cells,"Native human pregnancy-specific β1-glycoprotein preparation (PSG) at a concentration of 100 µg/mL was shown to decrease the frequency of Th17 (RORγτ+) in CD4+ cell culture and to suppress the proliferation of these cells (RORγτ+Ki-67+), along with proliferation of other cells (Ki-67+)  (n=11). A PSG concentration of 10 µg/mL showed a similar effect, decreasing the frequency of Ki-67+ and RORγτ+Ki67+ cells.",,[Th17][pregnancy-specific β1-glycoprotein][RORgt][Ki67],,,"[Doses = 0 µg/ml(11), 1 µg/ml(11), 10 µg/ml(11), 100 µg/ml(11)], [Conditions = not activated cells(21)]",83,36,Valeria Timganova,Valeria Timganova,Valeria Timganova,2018-03-19 - 2018-04-02,2018-03-19,2018-04-02,2020-03-01,2020-03-01,"IEGM UrBr RAS,  IEGM UrBr RAS, Perm, Perm (Russia)",Not disclosed,CytoFLEX Daily QC Fluorospheres,,,,8608.414,86.954,99,394.694,3.987,FCS3.0(99),CytoFLEX S(99)
FR-FCM-Z2HU,FR-FCM-Z2HU,2622,Investigating confetti expressing cells in Imaging flow cytometry and Flow cytometry.,To investigate if Confetti cells can be quantified using Flow cytometry and/or Imagaing Flow cytometry,None,,,[32415811],http://www.ncbi.nlm.nih.gov/pubmed/32415811,,,30,Cecilia Fahlquist-Hagert,Cecilia Fahlquist-Hagert,Cecilia Fahlquist-Hagert,2019-01-01 - 2020-03-10,2019-01-01,2020-03-10,2020-03-01,2020-06-01,None,"This work was supported by grants from the Novo Nordisk Foundation and the Independent Research Fund Denmark (Søren E. Degn, grant IDs: NNF17OC0028160 and 8124-00001B, respectively) and the Lundbeck Foundation (postdoctoral fellowship to Cecilia Fahlquist Hagert, grant ID: R303-2018-3415)",None,,,"2019-06-19_-_Confetti__CD4_3_++_mice....fey, 2019-10-08_-_Confetti_mice_11_days...fey",14452.54,370.578,39,716.827,18.38,FCS3.1(39),LSRFortessa(39)
FR-FCM-Z2HV,FR-FCM-Z2HV,2623,fc021-a,Towards a better understanding of bioassays for the development of biopharmaceuticals by exploring the structure-antibody-dependent  cellular cytotoxicity relationship in human primary cells,see the article for full analysis and conclusion,,[NK cells][PBMCs][CD56][antibody-dependent cellular cytotoxicity][NCRs][KIRs][KLRs][FCGRs][FcRLs],[33193318],"http://www.ncbi.nlm.nih.gov/pubmed/33193318, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC7658677","[Conditions = none(19)], [Sample Type = pbmc(19)]",19,80,Sébastien Wieckowski,Sébastien Wieckowski,Sébastien Wieckowski,2019-03-01 - 2020-11-30,2019-03-01,2020-11-30,2020-03-01,2020-03-01,"F. Hoffmann - La Roche Ltd,  Europe Biologics Technical Development - PTDEA, Basel, Basel (Switzerland)",Not disclosed,Instrument cleaning and Cytometer Setup and Tracking (CST) were run on a regular basis to ensure optimal cytometer performance.,,WSP,fc021-a_190806.wsp,5254.363,276.545,19,320.766,16.882,FCS3.1(19),LSRFortessa(19)
FR-FCM-Z2HX,FR-FCM-Z2HX,2616,Capacitation 6Lectins 3HF bulls,To know whether the glycans are re-organized during in vitro induced capacitation in buffalo spermatozoa.,The O-linked glycans undergo a dramatic re-arrangement during in vitro induced capacitation in buffalo spermatozoa.,,[Sperm][lectin][CAPACITATION][GLYCO],[32983120],"http://www.ncbi.nlm.nih.gov/pubmed/32983120, http://www.ncbi.nlm.nih.gov/pmc/articles/PMC7483552","[Conditions = CAPACITATED(18), NON-CAPACITATED(18), unstained(6)], [Sample Type = CAPACITATED(21), NON-CAPACITATED(21)]",42,67,Vipul Batra,Vipul Batra,Vipul Batra,2019-08-03 - 2019-08-03,2019-08-03,2019-08-03,2020-03-01,2021-01-01,"National Dairy Research Institute,  Animal Biotechnology Centre, Karnal, Haryana (India)",BMGF,"Unstained control of non-capacitated buffalo spermatozoa.
                    Unstained control of capacitated buffalo spermatozoa.",4|FCS collection for software testing,,Supplementary_Fig.5_new.tif,840,20,42,45.038,1.072,FCS3.1(42),BD Accuri C6 Plus(42)
FR-FCM-Z2HY,FR-FCM-Z2HY,2593,CyTOF - 12 mammary organoids,CyTOF analysis of 12 normal human mammary organoid cultures derived from the breast tissues of patients with or without inherited mutations in cancer predisposition genes,cell type analysis,"wt = Wild-type; B1 = BRCA1 heterozyous, B2 = BRCA2 heterozygous",[mammary epithelial cells][CyTOF][organoids],,,,,22,Jennifer Rosenbluth,Jennifer Rosenbluth,Jennifer Rosenbluth,2020-02-26 -,2020-02-26,,2020-02-01,2020-03-01,None,Not disclosed,inspection of biaxial plots,,,"Rosenbluth_Organoids_CSVFiles.zip, READ_ME.txt",199.403,16.617,12,49.497,4.125,FCS3.0(12),DVSSCIENCES-CYTOF(12)
FR-FCM-Z2J4,FR-FCM-Z2J4,2660,Comparing cytotoxicity markers in CD16+/- VD2 T cells,"To compare the relative expression of CXCR3, Perforin, Granulysin, Granzyme B, Tbet and Eomes between CD16+ and CD16-  Vdelta2 expressing T cells",CD16+ VD2 T cells were more likely to express cytotoxic markers,,,,,,,20,Lila  Farrington,Lila  Farrington,Lila  Farrington,2016-05-02 -,2016-05-02,,2020-03-01,2020-03-01,"UCSF, San Francisco,  (USA)",Not disclosed,None,,,,11209.009,75.737,148,641.973,4.338,FCS3.0(148),LSRII(148)
FR-FCM-Z2J5,FR-FCM-Z2J5,2661,VG9 and VD2 TCR MFIs,To compare the relative expression of the TCR (both V gamma 9 and V delta 2 chains) between CD16+ and CD16- Vdeltta2+ T cells subsets,TCR expression is decreased in CD16+ Vdelta2+ T cells as compared to the CD16- subset,,,,,,,20,Lila  Farrington,Lila  Farrington,Lila  Farrington,2014-07-15 -,2014-07-15,,2020-03-01,2020-10-01,"UCSF, San Francisco,  (USA)",Not disclosed,None,,,,49943.721,274.416,182,3048.941,16.752,FCS3.0(182),LSRII(182)
FR-FCM-Z2J7,FR-FCM-Z2J7,2663,Data for Cytometry Part A ID 19-232,Evaluation of impacts on incubation temperature on antibody staining results for analysis of single extracellular vesicles by a previously published method based on Imaging Flow Cytometry (Amnis ImagestreamX MkII).,"Dataset belongs to manuscript Cytometry Part A ID 19-232 and extends on previously published methodology, in particular: Görgens et al, JEV 2019; DOI: 10.1080/20013078.2019.1587567 Ricklefs et al, JEV 2019: DOI: 10.1080/20013078.2019.1588555",,[Imaging Flow cytometry][exosomes][Extracellular vesicles][microvesicles][EVs][EV flow cytometry],,,,,26,Tobias Tertel,André Görgens,André Görgens,2019-02-01 - 2020-08-01,2019-02-01,2020-08-01,2020-03-01,2020-04-01,"Karolinska Institutet, Stockholm,  (Sweden)",André Görgens is an International Advancement of Cytometry (ISAC) Marylou Ingram Scholar,None,,,remarks.xlsx,1765.012,13.371,132,35.308,0.267,FCS3.0(132),Image Stream(132)
